VACLS,RXNORM,NAME,TTY
CV400,724895,amlodipine 5 MG / valsartan 320 MG Oral Tablet [Exforge],SBD
CV400,724893,amlodipine 5 MG / valsartan 320 MG [Exforge],SBDC
CV400,722137,amlodipine 5 MG / valsartan 320 MG Oral Tablet,SCD
CV400,1009015,amlodipine / olmesartan,MIN
CV400,744624,amlodipine 10 MG / olmesartan medoxomil 20 MG Oral Tablet [Azor],SBD
CV400,744622,amlodipine 10 MG / olmesartan medoxomil 20 MG [Azor],SBDC
CV400,744623,amlodipine / olmesartan Oral Tablet [Azor],SBDF
CV400,1166087,Azor Oral Product,SBDG
CV400,1166088,Azor Pill,SBDG
CV400,730861,amlodipine 10 MG / olmesartan medoxomil 20 MG Oral Tablet,SCD
CV400,730860,amlodipine / olmesartan Oral Tablet,SCDF
CV400,1152285,amlodipine / olmesartan Oral Product,SCDG
CV400,1152286,amlodipine / olmesartan Pill,SCDG
CV400,744628,amlodipine 10 MG / olmesartan medoxomil 40 MG Oral Tablet [Azor],SBD
CV400,744626,amlodipine 10 MG / olmesartan medoxomil 40 MG [Azor],SBDC
CV400,730866,amlodipine 10 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD
CV400,744632,amlodipine 5 MG / olmesartan medoxomil 20 MG Oral Tablet [Azor],SBD
CV400,744630,amlodipine 5 MG / olmesartan medoxomil 20 MG [Azor],SBDC
CV400,730869,amlodipine 5 MG / olmesartan medoxomil 20 MG Oral Tablet,SCD
CV400,744636,amlodipine 5 MG / olmesartan medoxomil 40 MG Oral Tablet [Azor],SBD
CV400,744634,amlodipine 5 MG / olmesartan medoxomil 40 MG [Azor],SBDC
CV400,730872,amlodipine 5 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD
CV400,805855,candesartan cilexetil 32 MG / hydrochlorothiazide 25 MG Oral Tablet [Atacand HCT],SBD
CV400,805853,candesartan cilexetil 32 MG / hydrochlorothiazide 25 MG [Atacand HCT],SBDC
CV400,802749,candesartan cilexetil 32 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD
CV400,852897,amlodipine / hydrochlorothiazide / valsartan,MIN
CV400,848134,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT],SBD
CV400,848132,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG [Exforge HCT],SBDC
CV400,848148,amlodipine / hydrochlorothiazide / valsartan Oral Tablet [Exforge HCT],SBDF
CV400,1173249,Exforge HCT Oral Product,SBDG
CV400,1173250,Exforge HCT Pill,SBDG
CV400,848131,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,SCD
CV400,848130,amlodipine / hydrochlorothiazide / valsartan Oral Tablet,SCDF
CV400,1152279,amlodipine / hydrochlorothiazide / valsartan Oral Product,SCDG
CV400,1152280,amlodipine / hydrochlorothiazide / valsartan Pill,SCDG
CV400,848139,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Exforge HCT],SBD
CV400,848137,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG [Exforge HCT],SBDC
CV400,848135,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,SCD
CV400,848144,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT],SBD
CV400,848142,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG [Exforge HCT],SBDC
CV400,848140,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,SCD
CV400,848149,amlodipine 5 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT],SBD
CV400,848147,amlodipine 5 MG / hydrochlorothiazide 25 MG / valsartan 160 MG [Exforge HCT],SBDC
CV400,848145,amlodipine 5 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,SCD
CV400,848155,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT],SBD
CV400,848153,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 160 MG [Exforge HCT],SBDC
CV400,848151,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,SCD
CV400,19484,bisoprolol,IN
CV400,214317,bisoprolol / hydrochlorothiazide,MIN
CV400,142146,bisoprolol fumarate,PIN
CV400,854910,bisoprolol fumarate 10 MG / hydrochlorothiazide 6.25 MG Oral Tablet [Ziac],SBD
CV400,854909,bisoprolol fumarate 10 MG / hydrochlorothiazide 6.25 MG [Ziac],SBDC
CV400,745976,bisoprolol / hydrochlorothiazide Oral Tablet [Ziac],SBDF
CV400,1187449,Ziac Pill,SBDG
CV400,1187450,Ziac Oral Product,SBDG
CV400,854908,bisoprolol fumarate 10 MG / hydrochlorothiazide 6.25 MG Oral Tablet,SCD
CV400,316052,hydrochlorothiazide 6.25 MG,SCDC
CV400,854900,bisoprolol fumarate 10 MG,SCDC
CV400,371103,bisoprolol / hydrochlorothiazide Oral Tablet,SCDF
CV400,1154704,bisoprolol / hydrochlorothiazide Oral Product,SCDG
CV400,1154705,bisoprolol / hydrochlorothiazide Pill,SCDG
CV400,854918,bisoprolol fumarate 2.5 MG / hydrochlorothiazide 6.25 MG Oral Tablet [Ziac],SBD
CV400,854917,bisoprolol fumarate 2.5 MG / hydrochlorothiazide 6.25 MG [Ziac],SBDC
CV400,854916,bisoprolol fumarate 2.5 MG / hydrochlorothiazide 6.25 MG Oral Tablet,SCD
CV400,854915,bisoprolol fumarate 2.5 MG,SCDC
CV400,854921,bisoprolol fumarate 5 MG / hydrochlorothiazide 6.25 MG Oral Tablet [Ziac],SBD
CV400,854920,bisoprolol fumarate 5 MG / hydrochlorothiazide 6.25 MG [Ziac],SBDC
CV400,854919,bisoprolol fumarate 5 MG / hydrochlorothiazide 6.25 MG Oral Tablet,SCD
CV400,854904,bisoprolol fumarate 5 MG,SCDC
CV400,8787,propranolol,IN
CV400,214623,hydrochlorothiazide / propranolol,MIN
CV400,82084,propranolol hydrochloride,PIN
CV400,856422,hydrochlorothiazide 25 MG / propranolol hydrochloride 40 MG Oral Tablet,SCD
CV400,856421,propranolol hydrochloride 40 MG,SCDC
CV400,373651,hydrochlorothiazide / propranolol Oral Tablet,SCDF
CV400,1162138,hydrochlorothiazide / propranolol Oral Product,SCDG
CV400,1162139,hydrochlorothiazide / propranolol Pill,SCDG
CV400,856429,hydrochlorothiazide 25 MG / propranolol hydrochloride 80 MG Oral Tablet,SCD
CV400,856411,propranolol hydrochloride 80 MG,SCDC
CV400,50166,fosinopril,IN
CV400,261415,fosinopril / hydrochlorothiazide,MIN
CV400,227278,fosinopril sodium,PIN
CV400,857166,fosinopril sodium 10 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD
CV400,857165,fosinopril sodium 10 MG,SCDC
CV400,372273,fosinopril / hydrochlorothiazide Oral Tablet,SCDF
CV400,1162674,fosinopril / hydrochlorothiazide Oral Product,SCDG
CV400,1162675,fosinopril / hydrochlorothiazide Pill,SCDG
CV400,857174,fosinopril sodium 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD
CV400,857173,fosinopril sodium 20 MG,SCDC
CV400,3827,enalapril,IN
CV400,214536,enalapril / hydrochlorothiazide,MIN
CV400,203123,enalapril maleate,PIN
CV400,858824,enalapril maleate 5 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD
CV400,833236,enalapril maleate 5 MG,SCDC
CV400,372006,enalapril / hydrochlorothiazide Oral Tablet,SCDF
CV400,1162649,enalapril / hydrochlorothiazide Oral Product,SCDG
CV400,1162650,enalapril / hydrochlorothiazide Pill,SCDG
CV400,858830,enalapril maleate 10 MG / hydrochlorothiazide 25 MG Oral Tablet [Vaseretic],SBD
CV400,858829,enalapril maleate 10 MG / hydrochlorothiazide 25 MG [Vaseretic],SBDC
CV400,858826,enalapril / hydrochlorothiazide Oral Tablet [Vaseretic],SBDF
CV400,1187581,Vaseretic Oral Product,SBDG
CV400,1187582,Vaseretic Pill,SBDG
CV400,858828,enalapril maleate 10 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD
CV400,858816,enalapril maleate 10 MG,SCDC
CV400,6918,metoprolol,IN
CV400,214621,hydrochlorothiazide / metoprolol,MIN
CV400,221124,metoprolol succinate,PIN
CV400,866455,24 HR hydrochlorothiazide 12.5 MG / metoprolol succinate 100 MG Extended Release Oral Tablet [Dutoprol],SBD
CV400,1370496,hydrochlorothiazide 12.5 MG / metoprolol succinate 100 MG [Dutoprol],SBDC
CV400,866463,hydrochlorothiazide / metoprolol Extended Release Oral Tablet [Dutoprol],SBDF
CV400,1169653,Dutoprol Oral Product,SBDG
CV400,1169654,Dutoprol Pill,SBDG
CV400,866452,24 HR hydrochlorothiazide 12.5 MG / metoprolol succinate 100 MG Extended Release Oral Tablet,SCD
CV400,1370483,metoprolol succinate 100 MG,SCDC
CV400,372890,hydrochlorothiazide / metoprolol Extended Release Oral Tablet,SCDF
CV400,1162132,hydrochlorothiazide / metoprolol Oral Product,SCDG
CV400,1162133,hydrochlorothiazide / metoprolol Pill,SCDG
CV400,203191,metoprolol tartrate,PIN
CV400,866498,hydrochlorothiazide 25 MG / metoprolol tartrate 100 MG Oral Tablet [Lopressor HCT],SBD
CV400,866496,hydrochlorothiazide 25 MG / metoprolol tartrate 100 MG [Lopressor HCT],SBDC
CV400,866497,hydrochlorothiazide / metoprolol Oral Tablet [Lopressor HCT],SBDF
CV400,1180272,Lopressor HCT Oral Product,SBDG
CV400,1180275,Lopressor HCT Pill,SBDG
CV400,866479,hydrochlorothiazide 25 MG / metoprolol tartrate 100 MG Oral Tablet,SCD
CV400,866411,metoprolol tartrate 100 MG,SCDC
CV400,372889,hydrochlorothiazide / metoprolol Oral Tablet,SCDF
CV400,866502,hydrochlorothiazide 25 MG / metoprolol tartrate 50 MG Oral Tablet [Lopressor HCT],SBD
CV400,866500,hydrochlorothiazide 25 MG / metoprolol tartrate 50 MG [Lopressor HCT],SBDC
CV400,866482,hydrochlorothiazide 25 MG / metoprolol tartrate 50 MG Oral Tablet,SCD
CV400,866435,metoprolol tartrate 50 MG,SCDC
CV400,866506,hydrochlorothiazide 50 MG / metoprolol tartrate 100 MG Oral Tablet [Lopressor HCT],SBD
CV400,866504,hydrochlorothiazide 50 MG / metoprolol tartrate 100 MG [Lopressor HCT],SBDC
CV400,866491,hydrochlorothiazide 50 MG / metoprolol tartrate 100 MG Oral Tablet,SCD
CV400,316051,hydrochlorothiazide 50 MG,SCDC
CV400,901212,amlodipine / telmisartan,MIN
CV400,876518,amlodipine 10 MG / telmisartan 40 MG Oral Tablet [Twynsta],SBD
CV400,876516,amlodipine 10 MG / telmisartan 40 MG [Twynsta],SBDC
CV400,876517,amlodipine / telmisartan Oral Tablet [Twynsta],SBDF
CV400,1186904,Twynsta Pill,SBDG
CV400,1186905,Twynsta Oral Product,SBDG
CV400,876514,amlodipine 10 MG / telmisartan 40 MG Oral Tablet,SCD
CV400,876513,amlodipine / telmisartan Oral Tablet,SCDF
CV400,1152287,amlodipine / telmisartan Oral Product,SCDG
CV400,1152288,amlodipine / telmisartan Pill,SCDG
CV400,876523,amlodipine 10 MG / telmisartan 80 MG Oral Tablet [Twynsta],SBD
CV400,876521,amlodipine 10 MG / telmisartan 80 MG [Twynsta],SBDC
CV400,876519,amlodipine 10 MG / telmisartan 80 MG Oral Tablet,SCD
CV400,876528,amlodipine 5 MG / telmisartan 40 MG Oral Tablet [Twynsta],SBD
CV400,876526,amlodipine 5 MG / telmisartan 40 MG [Twynsta],SBDC
CV400,876524,amlodipine 5 MG / telmisartan 40 MG Oral Tablet,SCD
CV400,876533,amlodipine 5 MG / telmisartan 80 MG Oral Tablet [Twynsta],SBD
CV400,876531,amlodipine 5 MG / telmisartan 80 MG [Twynsta],SBDC
CV400,876529,amlodipine 5 MG / telmisartan 80 MG Oral Tablet,SCD
CV400,11170,verapamil,IN
CV400,38454,trandolapril,IN
CV400,214866,trandolapril / verapamil,MIN
CV400,203138,verapamil hydrochloride,PIN
CV400,897781,24 HR trandolapril 1 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet,SCD
CV400,317522,trandolapril 1 MG,SCDC
CV400,897623,verapamil hydrochloride 240 MG,SCDC
CV400,374178,trandolapril / verapamil Extended Release Oral Tablet,SCDF
CV400,1162756,trandolapril / verapamil Oral Product,SCDG
CV400,1162757,trandolapril / verapamil Pill,SCDG
CV400,897785,24 HR trandolapril 2 MG / verapamil hydrochloride 180 MG Extended Release Oral Tablet [Tarka],SBD
CV400,897784,trandolapril 2 MG / verapamil hydrochloride 180 MG [Tarka],SBDC
CV400,847657,trandolapril / verapamil Extended Release Oral Tablet [Tarka],SBDF
CV400,1179047,Tarka Pill,SBDG
CV400,1179052,Tarka Oral Product,SBDG
CV400,897783,24 HR trandolapril 2 MG / verapamil hydrochloride 180 MG Extended Release Oral Tablet,SCD
CV400,316847,trandolapril 2 MG,SCDC
CV400,897617,verapamil hydrochloride 180 MG,SCDC
CV400,897846,24 HR trandolapril 2 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet [Tarka],SBD
CV400,897845,trandolapril 2 MG / verapamil hydrochloride 240 MG [Tarka],SBDC
CV400,897844,24 HR trandolapril 2 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet,SCD
CV400,897855,24 HR trandolapril 4 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet [Tarka],SBD
CV400,897854,trandolapril 4 MG / verapamil hydrochloride 240 MG [Tarka],SBDC
CV400,897853,24 HR trandolapril 4 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet,SCD
CV400,316848,trandolapril 4 MG,SCDC
CV400,18867,benazepril,IN
CV400,214223,amlodipine / benazepril,MIN
CV400,235758,benazepril hydrochloride,PIN
CV400,898344,amlodipine 10 MG / benazepril hydrochloride 20 MG Oral Capsule [Lotrel],SBD
CV400,898343,amlodipine 10 MG / benazepril hydrochloride 20 MG [Lotrel],SBDC
CV400,744885,amlodipine / benazepril Oral Capsule [Lotrel],SBDF
CV400,1180906,Lotrel Oral Product,SBDG
CV400,1180909,Lotrel Pill,SBDG
CV400,898342,amlodipine 10 MG / benazepril hydrochloride 20 MG Oral Capsule,SCD
CV400,898341,benazepril hydrochloride 20 MG,SCDC
CV400,371002,amlodipine / benazepril Oral Capsule,SCDF
CV400,1152283,amlodipine / benazepril Oral Product,SCDG
CV400,1152284,amlodipine / benazepril Pill,SCDG
CV400,898348,amlodipine 10 MG / benazepril hydrochloride 40 MG Oral Capsule [Lotrel],SBD
CV400,898347,amlodipine 10 MG / benazepril hydrochloride 40 MG [Lotrel],SBDC
CV400,898346,amlodipine 10 MG / benazepril hydrochloride 40 MG Oral Capsule,SCD
CV400,898345,benazepril hydrochloride 40 MG,SCDC
CV400,898352,amlodipine 2.5 MG / benazepril hydrochloride 10 MG Oral Capsule [Lotrel],SBD
CV400,898351,amlodipine 2.5 MG / benazepril hydrochloride 10 MG [Lotrel],SBDC
CV400,898350,amlodipine 2.5 MG / benazepril hydrochloride 10 MG Oral Capsule,SCD
CV400,898349,benazepril hydrochloride 10 MG,SCDC
CV400,898355,amlodipine 5 MG / benazepril hydrochloride 10 MG Oral Capsule [Lotrel],SBD
CV400,898354,amlodipine 5 MG / benazepril hydrochloride 10 MG [Lotrel],SBDC
CV400,898353,amlodipine 5 MG / benazepril hydrochloride 10 MG Oral Capsule,SCD
CV400,898358,amlodipine 5 MG / benazepril hydrochloride 20 MG Oral Capsule [Lotrel],SBD
CV400,898357,amlodipine 5 MG / benazepril hydrochloride 20 MG [Lotrel],SBDC
CV400,898356,amlodipine 5 MG / benazepril hydrochloride 20 MG Oral Capsule,SCD
CV400,898361,amlodipine 5 MG / benazepril hydrochloride 40 MG Oral Capsule [Lotrel],SBD
CV400,898360,amlodipine 5 MG / benazepril hydrochloride 40 MG [Lotrel],SBDC
CV400,898359,amlodipine 5 MG / benazepril hydrochloride 40 MG Oral Capsule,SCD
CV400,214287,benazepril / hydrochlorothiazide,MIN
CV400,898366,benazepril hydrochloride 10 MG / hydrochlorothiazide 12.5 MG Oral Tablet [Lotensin HCT],SBD
CV400,898364,benazepril hydrochloride 10 MG / hydrochlorothiazide 12.5 MG [Lotensin HCT],SBDC
CV400,898381,benazepril / hydrochlorothiazide Oral Tablet [Lotensin HCT],SBDF
CV400,1180897,Lotensin HCT Pill,SBDG
CV400,1180902,Lotensin HCT Oral Product,SBDG
CV400,898362,benazepril hydrochloride 10 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD
CV400,371000,benazepril / hydrochlorothiazide Oral Tablet,SCDF
CV400,1160005,benazepril / hydrochlorothiazide Oral Product,SCDG
CV400,1160006,benazepril / hydrochlorothiazide Pill,SCDG
CV400,898371,benazepril hydrochloride 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet [Lotensin HCT],SBD
CV400,898369,benazepril hydrochloride 20 MG / hydrochlorothiazide 12.5 MG [Lotensin HCT],SBDC
CV400,898367,benazepril hydrochloride 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD
CV400,898376,benazepril hydrochloride 20 MG / hydrochlorothiazide 25 MG Oral Tablet [Lotensin HCT],SBD
CV400,898374,benazepril hydrochloride 20 MG / hydrochlorothiazide 25 MG [Lotensin HCT],SBDC
CV400,898372,benazepril hydrochloride 20 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD
CV400,898378,benazepril hydrochloride 5 MG / hydrochlorothiazide 6.25 MG Oral Tablet,SCD
CV400,898377,benazepril hydrochloride 5 MG,SCDC
CV400,5470,hydralazine,IN
CV400,6058,isosorbide dinitrate,IN
CV400,608424,hydralazine / isosorbide dinitrate,MIN
CV400,82027,hydralazine hydrochloride,PIN
CV400,905379,hydralazine hydrochloride 37.5 MG / isosorbide dinitrate 20 MG Oral Tablet [Bidil],SBD
CV400,905378,hydralazine hydrochloride 37.5 MG / isosorbide dinitrate 20 MG [Bidil],SBDC
CV400,721814,hydralazine / isosorbide dinitrate Oral Tablet [Bidil],SBDF
CV400,1173648,Bidil Oral Product,SBDG
CV400,1173649,Bidil Pill,SBDG
CV400,905377,hydralazine hydrochloride 37.5 MG / isosorbide dinitrate 20 MG Oral Tablet,SCD
CV400,381033,isosorbide dinitrate 20 MG,SCDC
CV400,905376,hydralazine hydrochloride 37.5 MG,SCDC
CV400,721832,hydralazine / isosorbide dinitrate Oral Tablet,SCDF
CV400,1161551,hydralazine / isosorbide dinitrate Oral Product,SCDG
CV400,1161552,hydralazine / isosorbide dinitrate Pill,SCDG
CV400,52175,losartan,IN
CV400,214619,hydrochlorothiazide / losartan,MIN
CV400,203160,losartan potassium,PIN
CV400,979466,hydrochlorothiazide 12.5 MG / losartan potassium 100 MG Oral Tablet [Hyzaar],SBD
CV400,979465,hydrochlorothiazide 12.5 MG / losartan potassium 100 MG [Hyzaar],SBDC
CV400,823962,hydrochlorothiazide / losartan Oral Tablet [Hyzaar],SBDF
CV400,1166546,Hyzaar Oral Product,SBDG
CV400,1166549,Hyzaar Pill,SBDG
CV400,979464,hydrochlorothiazide 12.5 MG / losartan potassium 100 MG Oral Tablet,SCD
CV400,979463,losartan potassium 100 MG,SCDC
CV400,372650,hydrochlorothiazide / losartan Oral Tablet,SCDF
CV400,1162126,hydrochlorothiazide / losartan Oral Product,SCDG
CV400,1162127,hydrochlorothiazide / losartan Pill,SCDG
CV400,979470,hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet [Hyzaar],SBD
CV400,979469,hydrochlorothiazide 12.5 MG / losartan potassium 50 MG [Hyzaar],SBDC
CV400,979468,hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet,SCD
CV400,979467,losartan potassium 50 MG,SCDC
CV400,979473,hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet [Hyzaar],SBD
CV400,979472,hydrochlorothiazide 25 MG / losartan potassium 100 MG [Hyzaar],SBDC
CV400,979471,hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet,SCD
CV400,999971,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet [Tribenzor],SBD
CV400,999969,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG [Tribenzor],SBDC
CV400,999967,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,SCD
CV400,999990,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet [Tribenzor],SBD
CV400,999988,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG [Tribenzor],SBDC
CV400,999986,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD
CV400,999995,amlodipine 10 MG / hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG Oral Tablet [Tribenzor],SBD
CV400,999993,amlodipine 10 MG / hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG [Tribenzor],SBDC
CV400,999991,amlodipine 10 MG / hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD
CV400,1000000,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet [Tribenzor],SBD
CV400,999998,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG [Tribenzor],SBDC
CV400,999996,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD
CV490,2599,clonidine,IN
CV490,142432,clonidine hydrochloride,PIN
CV490,1013934,12 HR clonidine hydrochloride 0.1 MG Extended Release Oral Tablet [Kapvay],SBD
CV490,1013932,clonidine hydrochloride 0.1 MG [Kapvay],SBDC
CV490,1013933,clonidine Extended Release Oral Tablet [Kapvay],SBDF
CV490,1169289,Kapvay Oral Product,SBDG
CV490,1169290,Kapvay Pill,SBDG
CV490,1013930,12 HR clonidine hydrochloride 0.1 MG Extended Release Oral Tablet,SCD
CV490,884172,clonidine hydrochloride 0.1 MG,SCDC
CV490,885794,clonidine Extended Release Oral Tablet,SCDF
CV490,1153385,clonidine Oral Product,SCDG
CV490,1153386,clonidine Pill,SCDG
CV490,6673,mecamylamine,IN
CV490,91240,mecamylamine hydrochloride,PIN
CV490,1373008,mecamylamine hydrochloride 2.5 MG Oral Tablet [Vecamyl],SBD
CV490,1373004,mecamylamine hydrochloride 2.5 MG [Vecamyl],SBDC
CV490,1373005,mecamylamine Oral Tablet [Vecamyl],SBDF
CV490,1373006,Vecamyl Oral Product,SBDG
CV490,1373007,Vecamyl Pill,SBDG
CV490,1298874,mecamylamine hydrochloride 2.5 MG Oral Tablet,SCD
CV490,1298873,mecamylamine hydrochloride 2.5 MG,SCDC
CV490,372728,mecamylamine Oral Tablet,SCDF
CV490,1158650,mecamylamine Oral Product,SCDG
CV490,1158651,mecamylamine Pill,SCDG
CV490,136411,sildenafil,IN
CV490,1307431,sildenafil 10 MG/ML Oral Suspension [Revatio],SBD
CV490,1307428,sildenafil 10 MG/ML [Revatio],SBDC
CV490,1307429,sildenafil Oral Suspension [Revatio],SBDF
CV490,1182547,Revatio Oral Product,SBDG
CV490,1307430,Revatio Oral Liquid Product,SBDG
CV490,1307427,sildenafil 10 MG/ML Oral Suspension,SCD
CV490,1307424,sildenafil 10 MG/ML,SCDC
CV490,1307426,sildenafil Oral Suspension,SCDF
CV490,1159091,sildenafil Oral Product,SCDG
CV490,1307425,sildenafil Oral Liquid Product,SCDG
CV490,1439816,riociguat,IN
CV490,1439894,riociguat 0.5 MG Oral Tablet [Adempas],SBD
CV490,1439890,riociguat 0.5 MG [Adempas],SBDC
CV490,1439891,riociguat Oral Tablet [Adempas],SBDF
CV490,1439892,Adempas Oral Product,SBDG
CV490,1439893,Adempas Pill,SBDG
CV490,1439821,riociguat 0.5 MG Oral Tablet,SCD
CV490,1439817,riociguat 0.5 MG,SCDC
CV490,1439820,riociguat Oral Tablet,SCDF
CV490,1439818,riociguat Oral Product,SCDG
CV490,1439819,riociguat Pill,SCDG
CV490,1439899,riociguat 1.5 MG Oral Tablet [Adempas],SBD
CV490,1439898,riociguat 1.5 MG [Adempas],SBDC
CV490,1439823,riociguat 1.5 MG Oral Tablet,SCD
CV490,1439822,riociguat 1.5 MG,SCDC
CV490,1439896,riociguat 1 MG Oral Tablet [Adempas],SBD
CV490,1439895,riociguat 1 MG [Adempas],SBDC
